Efficiencies for file,,,,C1,C2,C3,C4,A,T1,DI,DL,Error
1358,0.0349931,0.251114,0.251003
1359,0.0349764,0.251003,0.250893
1360,0.0349597,0.250893,0.250782
1361,0.034943,0.250782,0.250672
1362,0.0349264,0.250672,0.250561
1363,0.0349098,0.250561,0.250451
1364,0.0348933,0.250451,0.250341
1365,0.0348768,0.250341,0.250231
1366,0.0348603,0.250231,0.250122
1367,0.0348439,0.250122,0.250012
1368,0.0348275,0.250012,0.249902
1369,0.0348111,0.249902,0.249793
1370,0.0347948,0.249793,0.249684
1371,0.0347786,0.249684,0.249574
1372,0.0347624,0.249574,0.249465
1373,0.0347462,0.249465,0.249356
1374,0.03473,0.249356,0.249248
1375,0.0347139,0.249248,0.249139
1376,0.0346979,0.249139,0.24903
1377,0.0346818,0.24903,0.248922
1378,0.0346659,0.248922,0.248813
1379,0.0346499,0.248813,0.248705
1380,0.034634,0.248705,0.248597
1381,0.0346181,0.248597,0.248489
1382,0.0346023,0.248489,0.248381
1383,0.0345865,0.248381,0.248273
1384,0.0345708,0.248273,0.248165
1385,0.034555,0.248165,0.248058
1386,0.0345394,0.248058,0.24795
1387,0.0345237,0.24795,0.247843
1388,0.0345081,0.247843,0.247736
1389,0.0344926,0.247736,0.247629
1390,0.034477,0.247629,0.247522
1391,0.0344616,0.247522,0.247415
1392,0.0344461,0.247415,0.247308
1393,0.0344307,0.247308,0.247201
1394,0.0344153,0.247201,0.247095
1395,0.0344,0.247095,0.246988
1396,0.0343847,0.246988,0.246882
1397,0.0343695,0.246882,0.246776
1398,0.0343542,0.246776,0.24667
1399,0.034339,0.24667,0.246564
1400,0.0343239,0.246564,0.246458
1401,0.0343088,0.246458,0.246352
1402,0.0342937,0.246352,0.246246
1403,0.0342787,0.246246,0.246141
1404,0.0342637,0.246141,0.246035
1405,0.0342487,0.246035,0.24593
1406,0.0342338,0.24593,0.245825
1407,0.0342189,0.245825,0.24572
1408,0.0342041,0.24572,0.245615
1409,0.0341893,0.245615,0.24551
1410,0.0341745,0.24551,0.245405
1411,0.0341598,0.245405,0.2453
1412,0.0341451,0.2453,0.245196
1413,0.0341304,0.245196,0.245091
1414,0.0341158,0.245091,0.244987
1415,0.0341012,0.244987,0.244883
1416,0.0340866,0.244883,0.244779
1417,0.0340721,0.244779,0.244675
1418,0.0340576,0.244675,0.244571
1419,0.0340431,0.244571,0.244467
1420,0.0340287,0.244467,0.244363
1421,0.0340144,0.244363,0.244259
1422,0.034,0.244259,0.244156
1423,0.0339857,0.244156,0.244053
1424,0.0339714,0.244053,0.243949
1425,0.0339572,0.243949,0.243846
1426,0.033943,0.243846,0.243743
1427,0.0339288,0.243743,0.24364
1428,0.0339147,0.24364,0.243537
1429,0.0339006,0.243537,0.243435
1430,0.0338866,0.243435,0.243332
1431,0.0338725,0.243332,0.243229
1432,0.0338586,0.243229,0.243127
1433,0.0338446,0.243127,0.243025
1434,0.0338307,0.243025,0.242922
1435,0.0338168,0.242922,0.24282
1436,0.033803,0.24282,0.242718
1437,0.0337891,0.242718,0.242616
1438,0.0337754,0.242616,0.242515
1439,0.0337616,0.242515,0.242413
1440,0.0337479,0.242413,0.242311
1441,0.0337342,0.242311,0.24221
1442,0.0337206,0.24221,0.242108
1443,0.033707,0.242108,0.242007
1444,0.0336934,0.242007,0.241906
1445,0.0336799,0.241906,0.241805
1446,0.0336664,0.241805,0.241704
1447,0.0336529,0.241704,0.241603
1448,0.0336395,0.241603,0.241502
1449,0.0336261,0.241502,0.241402
1450,0.0336127,0.241402,0.241301
1451,0.0335993,0.241301,0.241201
1452,0.033586,0.241201,0.2411
1453,0.0335728,0.2411,0.241
1454,0.0335595,0.241,0.2409
1455,0.0335463,0.2409,0.2408
1456,0.0335332,0.2408,0.2407
1457,0.03352,0.2407,0.2406
1458,0.0335069,0.2406,0.2405
1459,0.0334939,0.2405,0.240401
1460,0.0334808,0.240401,0.240301
1461,0.0334678,0.240301,0.240202
1462,0.0334549,0.240202,0.240102
1463,0.0334419,0.240102,0.240003
1464,0.033429,0.240003,0.239904
1465,0.0334161,0.239904,0.239805
1466,0.0334033,0.239805,0.239706
1467,0.0333905,0.239706,0.239607
1468,0.0333777,0.239607,0.239508
1469,0.033365,0.239508,0.23941
1470,0.0333523,0.23941,0.239311
1471,0.0333396,0.239311,0.239213
1472,0.033327,0.239213,0.239114
1473,0.0333144,0.239114,0.239016
1474,0.0333018,0.239016,0.238918
1475,0.0332892,0.238918,0.23882
1476,0.0332767,0.23882,0.238722
1477,0.0332642,0.238722,0.238624
1478,0.0332518,0.238624,0.238526
1479,0.0332394,0.238526,0.238428
1480,0.033227,0.238428,0.238331
1481,0.0332146,0.238331,0.238233
1482,0.0332023,0.238233,0.238136
1483,0.03319,0.238136,0.238039
1484,0.0331777,0.238039,0.237942
1485,0.0331655,0.237942,0.237844
1486,0.0331533,0.237844,0.237747
1487,0.0331412,0.237747,0.237651
1488,0.033129,0.237651,0.237554
1489,0.0331169,0.237554,0.237457
1490,0.0331048,0.237457,0.23736
1491,0.0330928,0.23736,0.237264
1492,0.0330808,0.237264,0.237167
1493,0.0330688,0.237167,0.237071
1494,0.0330569,0.237071,0.236975
1495,0.033045,0.236975,0.236879
1496,0.0330331,0.236879,0.236783
1497,0.0330212,0.236783,0.236687
1498,0.0330094,0.236687,0.236591
1499,0.0329976,0.236591,0.236495
1500,0.0329858,0.236495,0.2364
1501,0.0329741,0.2364,0.236304
1502,0.0329624,0.236304,0.236208
1503,0.0329507,0.236208,0.236113
1504,0.0329391,0.236113,0.236018
1505,0.0329275,0.236018,0.235923
1506,0.0329159,0.235923,0.235828
1507,0.0329043,0.235828,0.235733
1508,0.0328928,0.235733,0.235638
1509,0.0328813,0.235638,0.235543
1510,0.0328699,0.235543,0.235448
1511,0.0328584,0.235448,0.235353
1512,0.032847,0.235353,0.235259
1513,0.0328356,0.235259,0.235164
1514,0.0328243,0.235164,0.23507
1515,0.032813,0.23507,0.234976
1516,0.0328017,0.234976,0.234882
1517,0.0327905,0.234882,0.234788
1518,0.0327792,0.234788,0.234694
1519,0.032768,0.234694,0.2346
1520,0.0327569,0.2346,0.234506
1521,0.0327457,0.234506,0.234412
1522,0.0327346,0.234412,0.234318
1523,0.0327236,0.234318,0.234225
1524,0.0327125,0.234225,0.234131
1525,0.0327015,0.234131,0.234038
1526,0.0326905,0.234038,0.233945
1527,0.0326795,0.233945,0.233852
1528,0.0326686,0.233852,0.233759
1529,0.0326577,0.233759,0.233666
1530,0.0326468,0.233666,0.233573
1531,0.032636,0.233573,0.23348
1532,0.0326252,0.23348,0.233387
1533,0.0326144,0.233387,0.233295
1534,0.0326036,0.233295,0.233202
1535,0.0325929,0.233202,0.23311
1536,0.0325822,0.23311,0.233017
1537,0.0325715,0.233017,0.232925
1538,0.0325609,0.232925,0.232833
1539,0.0325502,0.232833,0.232741
1540,0.0325397,0.232741,0.232649
1541,0.0325291,0.232649,0.232557
1542,0.0325186,0.232557,0.232465
1543,0.0325081,0.232465,0.232373
1544,0.0324976,0.232373,0.232281
1545,0.0324871,0.232281,0.23219
1546,0.0324767,0.23219,0.232098
1547,0.0324663,0.232098,0.232007
1548,0.0324559,0.232007,0.231916
1549,0.0324456,0.231916,0.231824
1550,0.0324353,0.231824,0.231733
1551,0.032425,0.231733,0.231642
1552,0.0324148,0.231642,0.231551
1553,0.0324045,0.231551,0.23146
1554,0.0323943,0.23146,0.23137
1555,0.0323842,0.23137,0.231279
1556,0.032374,0.231279,0.231188
1557,0.0323639,0.231188,0.231098
1558,0.0323538,0.231098,0.231007
1559,0.0323437,0.231007,0.230917
1560,0.0323337,0.230917,0.230827
1561,0.0323237,0.230827,0.230736
1562,0.0323137,0.230736,0.230646
1563,0.0323038,0.230646,0.230556
1564,0.0322938,0.230556,0.230466
1565,0.0322839,0.230466,0.230376
1566,0.0322741,0.230376,0.230287
1567,0.0322642,0.230287,0.230197
1568,0.0322544,0.230197,0.230107
1569,0.0322446,0.230107,0.230018
1570,0.0322348,0.230018,0.229928
1571,0.0322251,0.229928,0.229839
1572,0.0322154,0.229839,0.22975
1573,0.0322057,0.22975,0.229661
1574,0.032196,0.229661,0.229572
1575,0.0321864,0.229572,0.229483
1576,0.0321768,0.229483,0.229394
1577,0.0321672,0.229394,0.229305
1578,0.0321576,0.229305,0.229216
1579,0.0321481,0.229216,0.229127
1580,0.0321386,0.229127,0.229039
1581,0.0321291,0.229039,0.22895
1582,0.0321197,0.22895,0.228862
1583,0.0321102,0.228862,0.228773
1584,0.0321008,0.228773,0.228685
1585,0.0320915,0.228685,0.228597
1586,0.0320821,0.228597,0.228509
1587,0.0320728,0.228509,0.228421
1588,0.0320635,0.228421,0.228333
1589,0.0320542,0.228333,0.228245
1590,0.032045,0.228245,0.228157
1591,0.0320358,0.228157,0.22807
1592,0.0320266,0.22807,0.227982
1593,0.0320174,0.227982,0.227895
1594,0.0320082,0.227895,0.227807
1595,0.0319991,0.227807,0.22772
1596,0.03199,0.22772,0.227632
1597,0.031981,0.227632,0.227545
1598,0.0319719,0.227545,0.227458
1599,0.0319629,0.227458,0.227371
1600,0.0319539,0.227371,0.227284
1601,0.0319449,0.227284,0.227197
1602,0.031936,0.227197,0.22711
1603,0.0319271,0.22711,0.227024
1604,0.0319182,0.227024,0.226937
1605,0.0319093,0.226937,0.226851
1606,0.0319005,0.226851,0.226764
1607,0.0318917,0.226764,0.226678
1608,0.0318829,0.226678,0.226591
1609,0.0318741,0.226591,0.226505
1610,0.0318654,0.226505,0.226419
1611,0.0318566,0.226419,0.226333
1612,0.0318479,0.226333,0.226247
1613,0.0318393,0.226247,0.226161
1614,0.0318306,0.226161,0.226075
1615,0.031822,0.226075,0.225989
1616,0.0318134,0.225989,0.225904
1617,0.0318048,0.225904,0.225818
1618,0.0317963,0.225818,0.225733
1619,0.0317878,0.225733,0.225647
1620,0.0317793,0.225647,0.225562
1621,0.0317708,0.225562,0.225476
1622,0.0317623,0.225476,0.225391
1623,0.0317539,0.225391,0.225306
1624,0.0317455,0.225306,0.225221
1625,0.0317371,0.225221,0.225136
1626,0.0317288,0.225136,0.225051
1627,0.0317204,0.225051,0.224966
1628,0.0317121,0.224966,0.224882
1629,0.0317038,0.224882,0.224797
1630,0.0316956,0.224797,0.224712
1631,0.0316873,0.224712,0.224628
1632,0.0316791,0.224628,0.224543
1633,0.0316709,0.224543,0.224459
1634,0.0316628,0.224459,0.224375
1635,0.0316546,0.224375,0.22429
1636,0.0316465,0.22429,0.224206
1637,0.0316384,0.224206,0.224122
1638,0.0316303,0.224122,0.224038
1639,0.0316223,0.224038,0.223954
1640,0.0316143,0.223954,0.223871
1641,0.0316063,0.223871,0.223787
1642,0.0315983,0.223787,0.223703
1643,0.0315903,0.223703,0.223619
1644,0.0315824,0.223619,0.223536
1645,0.0315745,0.223536,0.223452
1646,0.0315666,0.223452,0.223369
1647,0.0315587,0.223369,0.223286
1648,0.0315509,0.223286,0.223203
1649,0.0315431,0.223203,0.223119
1650,0.0315353,0.223119,0.223036
1651,0.0315275,0.223036,0.222953
1652,0.0315197,0.222953,0.22287
1653,0.031512,0.22287,0.222788
1654,0.0315043,0.222788,0.222705
1655,0.0314966,0.222705,0.222622
1656,0.031489,0.222622,0.222539
1657,0.0314813,0.222539,0.222457
1658,0.0314737,0.222457,0.222374
1659,0.0314661,0.222374,0.222292
1660,0.0314585,0.222292,0.22221
1661,0.031451,0.22221,0.222127
1662,0.0314435,0.222127,0.222045
1663,0.031436,0.222045,0.221963
1664,0.0314285,0.221963,0.221881
1665,0.031421,0.221881,0.221799
1666,0.0314136,0.221799,0.221717
1667,0.0314062,0.221717,0.221635
1668,0.0313988,0.221635,0.221554
1669,0.0313914,0.221554,0.221472
1670,0.0313841,0.221472,0.22139
1671,0.0313767,0.22139,0.221309
1672,0.0313694,0.221309,0.221227
1673,0.0313621,0.221227,0.221146
1674,0.0313549,0.221146,0.221065
1675,0.0313476,0.221065,0.220983
1676,0.0313404,0.220983,0.220902
1677,0.0313332,0.220902,0.220821
1678,0.0313261,0.220821,0.22074
1679,0.0313189,0.22074,0.220659
1680,0.0313118,0.220659,0.220578
1681,0.0313047,0.220578,0.220497
1682,0.0312976,0.220497,0.220417
1683,0.0312905,0.220417,0.220336
1684,0.0312835,0.220336,0.220255
1685,0.0312764,0.220255,0.220175
1686,0.0312694,0.220175,0.220094
1687,0.0312624,0.220094,0.220014
1688,0.0312555,0.220014,0.219934
1689,0.0312485,0.219934,0.219853
1690,0.0312416,0.219853,0.219773
1691,0.0312347,0.219773,0.219693
1692,0.0312279,0.219693,0.219613
1693,0.031221,0.219613,0.219533
1694,0.0312142,0.219533,0.219453
1695,0.0312074,0.219453,0.219374
1696,0.0312006,0.219374,0.219294
1697,0.0311938,0.219294,0.219214
1698,0.031187,0.219214,0.219134
1699,0.0311803,0.219134,0.219055
1700,0.0311736,0.219055,0.218975
1701,0.0311669,0.218975,0.218896
1702,0.0311602,0.218896,0.218817
1703,0.0311536,0.218817,0.218737
1704,0.031147,0.218737,0.218658
1705,0.0311404,0.218658,0.218579
1706,0.0311338,0.218579,0.2185
1707,0.0311272,0.2185,0.218421
1708,0.0311207,0.218421,0.218342
1709,0.0311141,0.218342,0.218263
1710,0.0311076,0.218263,0.218185
1711,0.0311012,0.218185,0.218106
1712,0.0310947,0.218106,0.218027
1713,0.0310882,0.218027,0.217949
1714,0.0310818,0.217949,0.21787
1715,0.0310754,0.21787,0.217792
1716,0.031069,0.217792,0.217713
1717,0.0310627,0.217713,0.217635
1718,0.0310563,0.217635,0.217557
1719,0.03105,0.217557,0.217479
1720,0.0310437,0.217479,0.2174
1721,0.0310374,0.2174,0.217322
1722,0.0310312,0.217322,0.217244
1723,0.0310249,0.217244,0.217167
1724,0.0310187,0.217167,0.217089
1725,0.0310125,0.217089,0.217011
1726,0.0310063,0.217011,0.216933
1727,0.0310001,0.216933,0.216856
1728,0.030994,0.216856,0.216778
1729,0.0309879,0.216778,0.216701
1730,0.0309818,0.216701,0.216623
1731,0.0309757,0.216623,0.216546
1732,0.0309696,0.216546,0.216468
1733,0.0309636,0.216468,0.216391
1734,0.0309576,0.216391,0.216314
1735,0.0309515,0.216314,0.216237
1736,0.0309456,0.216237,0.21616
1737,0.0309396,0.21616,0.216083
1738,0.0309336,0.216083,0.216006
1739,0.0309277,0.216006,0.215929
1740,0.0309218,0.215929,0.215852
1741,0.0309159,0.215852,0.215776
1742,0.03091,0.215776,0.215699
1743,0.0309042,0.215699,0.215623
1744,0.0308983,0.215623,0.215546
1745,0.0308925,0.215546,0.21547
1746,0.0308867,0.21547,0.215393
1747,0.030881,0.215393,0.215317
1748,0.0308752,0.215317,0.215241
1749,0.0308695,0.215241,0.215165
1750,0.0308637,0.215165,0.215088
1751,0.030858,0.215088,0.215012
1752,0.0308524,0.215012,0.214936
1753,0.0308467,0.214936,0.21486
1754,0.0308411,0.21486,0.214785
1755,0.0308354,0.214785,0.214709
1756,0.0308298,0.214709,0.214633
1757,0.0308242,0.214633,0.214557
1758,0.0308187,0.214557,0.214482
1759,0.0308131,0.214482,0.214406
1760,0.0308076,0.214406,0.214331
1761,0.0308021,0.214331,0.214255
1762,0.0307966,0.214255,0.21418
1763,0.0307911,0.21418,0.214105
1764,0.0307856,0.214105,0.21403
1765,0.0307802,0.21403,0.213954
1766,0.0307748,0.213954,0.213879
1767,0.0307694,0.213879,0.213804
1768,0.030764,0.213804,0.213729
1769,0.0307586,0.213729,0.213654
1770,0.0307533,0.213654,0.21358
1771,0.0307479,0.21358,0.213505
1772,0.0307426,0.213505,0.21343
1773,0.0307373,0.21343,0.213355
1774,0.030732,0.213355,0.213281
1775,0.0307268,0.213281,0.213206
1776,0.0307215,0.213206,0.213132
1777,0.0307163,0.213132,0.213058
1778,0.0307111,0.213058,0.212983
1779,0.0307059,0.212983,0.212909
1780,0.0307007,0.212909,0.212835
1781,0.0306956,0.212835,0.212761
1782,0.0306905,0.212761,0.212686
1783,0.0306853,0.212686,0.212612
1784,0.0306802,0.212612,0.212539
1785,0.0306752,0.212539,0.212465
1786,0.0306701,0.212465,0.212391
1787,0.0306651,0.212391,0.212317
1788,0.03066,0.212317,0.212243
1789,0.030655,0.212243,0.21217
1790,0.03065,0.21217,0.212096
1791,0.0306451,0.212096,0.212023
1792,0.0306401,0.212023,0.211949
1793,0.0306352,0.211949,0.211876
1794,0.0306302,0.211876,0.211802
1795,0.0306253,0.211802,0.211729
1796,0.0306204,0.211729,0.211656
1797,0.0306156,0.211656,0.211583
1798,0.0306107,0.211583,0.21151
1799,0.0306059,0.21151,0.211437
1800,0.0306011,0.211437,0.211364
1801,0.0305963,0.211364,0.211291
1802,0.0305915,0.211291,0.211218
1803,0.0305867,0.211218,0.211145
1804,0.030582,0.211145,0.211072
1805,0.0305772,0.211072,0.211
1806,0.0305725,0.211,0.210927
1807,0.0305678,0.210927,0.210854
1808,0.0305631,0.210854,0.210782
1809,0.0305585,0.210782,0.210709
1810,0.0305538,0.210709,0.210637
1811,0.0305492,0.210637,0.210565
1812,0.0305446,0.210565,0.210492
1813,0.03054,0.210492,0.21042
1814,0.0305354,0.21042,0.210348
1815,0.0305308,0.210348,0.210276
1816,0.0305263,0.210276,0.210204
1817,0.0305217,0.210204,0.210132
1818,0.0305172,0.210132,0.21006
1819,0.0305127,0.21006,0.209988
1820,0.0305082,0.209988,0.209917
1821,0.0305038,0.209917,0.209845
1822,0.0304993,0.209845,0.209773
1823,0.0304949,0.209773,0.209702
1824,0.0304905,0.209702,0.20963
1825,0.0304861,0.20963,0.209559
1826,0.0304817,0.209559,0.209487
1827,0.0304773,0.209487,0.209416
1828,0.030473,0.209416,0.209344
1829,0.0304686,0.209344,0.209273
1830,0.0304643,0.209273,0.209202
1831,0.03046,0.209202,0.209131
1832,0.0304557,0.209131,0.20906
1833,0.0304515,0.20906,0.208989
1834,0.0304472,0.208989,0.208918
1835,0.030443,0.208918,0.208847
1836,0.0304388,0.208847,0.208776
1837,0.0304346,0.208776,0.208705
1838,0.0304304,0.208705,0.208634
1839,0.0304262,0.208634,0.208564
1840,0.030422,0.208564,0.208493
1841,0.0304179,0.208493,0.208423
1842,0.0304138,0.208423,0.208352
1843,0.0304097,0.208352,0.208282
1844,0.0304056,0.208282,0.208211
1845,0.0304015,0.208211,0.208141
1846,0.0303974,0.208141,0.208071
1847,0.0303934,0.208071,0.208
1848,0.0303894,0.208,0.20793
1849,0.0303853,0.20793,0.20786
1850,0.0303813,0.20786,0.20779
1851,0.0303774,0.20779,0.20772
1852,0.0303734,0.20772,0.20765
1853,0.0303694,0.20765,0.20758
1854,0.0303655,0.20758,0.20751
1855,0.0303616,0.20751,0.207441
1856,0.0303577,0.207441,0.207371
1857,0.0303538,0.207371,0.207301
1858,0.0303499,0.207301,0.207232
1859,0.0303461,0.207232,0.207162
1860,0.0303422,0.207162,0.207093
1861,0.0303384,0.207093,0.207023
1862,0.0303346,0.207023,0.206954
1863,0.0303308,0.206954,0.206885
1864,0.030327,0.206885,0.206815
1865,0.0303232,0.206815,0.206746
1866,0.0303195,0.206746,0.206677
1867,0.0303158,0.206677,0.206608
1868,0.030312,0.206608,0.206539
1869,0.0303083,0.206539,0.20647
1870,0.0303046,0.20647,0.206401
1871,0.030301,0.206401,0.206332
1872,0.0302973,0.206332,0.206263
1873,0.0302937,0.206263,0.206195
1874,0.03029,0.206195,0.206126
1875,0.0302864,0.206126,0.206057
1876,0.0302828,0.206057,0.205989
1877,0.0302792,0.205989,0.20592
1878,0.0302757,0.20592,0.205852
1879,0.0302721,0.205852,0.205783
1880,0.0302686,0.205783,0.205715
1881,0.030265,0.205715,0.205646
1882,0.0302615,0.205646,0.205578
1883,0.030258,0.205578,0.20551
1884,0.0302546,0.20551,0.205442
1885,0.0302511,0.205442,0.205374
1886,0.0302476,0.205374,0.205306
1887,0.0302442,0.205306,0.205238
1888,0.0302408,0.205238,0.20517
1889,0.0302374,0.20517,0.205102
1890,0.030234,0.205102,0.205034
1891,0.0302306,0.205034,0.204966
1892,0.0302272,0.204966,0.204898
1893,0.0302239,0.204898,0.204831
1894,0.0302205,0.204831,0.204763
1895,0.0302172,0.204763,0.204696
1896,0.0302139,0.204696,0.204628
1897,0.0302106,0.204628,0.204561
1898,0.0302073,0.204561,0.204493
1899,0.0302041,0.204493,0.204426
1900,0.0302008,0.204426,0.204358
1901,0.0301976,0.204358,0.204291
1902,0.0301944,0.204291,0.204224
1903,0.0301912,0.204224,0.204157
1904,0.030188,0.204157,0.20409
1905,0.0301848,0.20409,0.204023
1906,0.0301816,0.204023,0.203956
1907,0.0301785,0.203956,0.203889
1908,0.0301754,0.203889,0.203822
1909,0.0301722,0.203822,0.203755
1910,0.0301691,0.203755,0.203688
1911,0.030166,0.203688,0.203622
1912,0.030163,0.203622,0.203555
1913,0.0301599,0.203555,0.203488
1914,0.0301568,0.203488,0.203422
1915,0.0301538,0.203422,0.203355
1916,0.0301508,0.203355,0.203289
1917,0.0301478,0.203289,0.203222
1918,0.0301448,0.203222,0.203156
1919,0.0301418,0.203156,0.20309
1920,0.0301388,0.20309,0.203023
1921,0.0301359,0.203023,0.202957
1922,0.0301329,0.202957,0.202891
1923,0.03013,0.202891,0.202825
1924,0.0301271,0.202825,0.202759
1925,0.0301242,0.202759,0.202693
1926,0.0301213,0.202693,0.202627
1927,0.0301184,0.202627,0.202561
1928,0.0301156,0.202561,0.202495
1929,0.0301127,0.202495,0.20243
1930,0.0301099,0.20243,0.202364
1931,0.0301071,0.202364,0.202298
1932,0.0301043,0.202298,0.202232
1933,0.0301015,0.202232,0.202167
1934,0.0300987,0.202167,0.202101
1935,0.030096,0.202101,0.202036
1936,0.0300932,0.202036,0.20197
1937,0.0300905,0.20197,0.201905
1938,0.0300877,0.201905,0.20184
1939,0.030085,0.20184,0.201774
1940,0.0300823,0.201774,0.201709
1941,0.0300797,0.201709,0.201644
1942,0.030077,0.201644,0.201579
1943,0.0300743,0.201579,0.201514
1944,0.0300717,0.201514,0.201449
1945,0.0300691,0.201449,0.201384
1946,0.0300664,0.201384,0.201319
1947,0.0300638,0.201319,0.201254
1948,0.0300612,0.201254,0.201189
1949,0.0300587,0.201189,0.201124
1950,0.0300561,0.201124,0.20106
1951,0.0300535,0.20106,0.200995
1952,0.030051,0.200995,0.20093
1953,0.0300485,0.20093,0.200866
1954,0.030046,0.200866,0.200801
1955,0.0300435,0.200801,0.200737
1956,0.030041,0.200737,0.200672
1957,0.0300385,0.200672,0.200608
1958,0.0300361,0.200608,0.200544
1959,0.0300336,0.200544,0.200479
1960,0.0300312,0.200479,0.200415
1961,0.0300287,0.200415,0.200351
1962,0.0300263,0.200351,0.200287
1963,0.0300239,0.200287,0.200223
1964,0.0300216,0.200223,0.200159
1965,0.0300192,0.200159,0.200095
1966,0.0300168,0.200095,0.200031
1967,0.0300145,0.200031,0.199967
1968,0.0300121,0.199967,0.199903
1969,0.0300098,0.199903,0.199839
1970,0.0300075,0.199839,0.199776
1971,0.0300052,0.199776,0.199712
1972,0.0300029,0.199712,0.199648
1973,0.0300007,0.199648,0.199585
1974,0.0299984,0.199585,0.199521
1975,0.0299962,0.199521,0.199458
1976,0.0299939,0.199458,0.199394
1977,0.0299917,0.199394,0.199331
1978,0.0299895,0.199331,0.199267
1979,0.0299873,0.199267,0.199204
1980,0.0299851,0.199204,0.199141
1981,0.029983,0.199141,0.199078
1982,0.0299808,0.199078,0.199015
1983,0.0299787,0.199015,0.198951
1984,0.0299765,0.198951,0.198888
1985,0.0299744,0.198888,0.198825
1986,0.0299723,0.198825,0.198762
1987,0.0299702,0.198762,0.198699
1988,0.0299681,0.198699,0.198637
1989,0.029966,0.198637,0.198574
1990,0.029964,0.198574,0.198511
1991,0.0299619,0.198511,0.198448
1992,0.0299599,0.198448,0.198386
1993,0.0299579,0.198386,0.198323
1994,0.0299559,0.198323,0.19826
1995,0.0299539,0.19826,0.198198
1996,0.0299519,0.198198,0.198135
1997,0.0299499,0.198135,0.198073
1998,0.0299479,0.198073,0.19801
1999,0.029946,0.19801,0.197948
